,Month,Origin,DepDelay,ArrDelay,iata,airport,city,state,country,lat,long
769,9,COS,3873.0,3852.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
770,10,COS,1899.0,1932.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
771,11,COS,2442.0,3045.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
772,12,COS,15213.0,19354.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
773,1,CPR,432.0,-219.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
774,2,CPR,1342.0,625.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
775,3,CPR,-281.0,-908.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
776,4,CPR,-521.0,-1200.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
777,5,CPR,-47.0,-1271.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
778,6,CPR,482.0,247.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
779,7,CPR,888.0,614.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
780,8,CPR,-448.0,-1156.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
781,9,CPR,-431.0,-360.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
782,10,CPR,-185.0,-169.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
783,11,CPR,161.0,-799.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
784,12,CPR,1779.0,1633.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
785,1,CRP,2738.0,2202.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
786,2,CRP,4084.0,4400.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
787,3,CRP,3996.0,5630.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
788,4,CRP,2970.0,3692.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
789,5,CRP,2233.0,2738.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
790,6,CRP,4125.0,4389.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
791,7,CRP,1555.0,2374.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
792,8,CRP,3270.0,2859.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
793,9,CRP,-764.0,-1162.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
794,10,CRP,771.0,-185.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
795,11,CRP,-11.0,400.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
796,12,CRP,6940.0,7272.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
797,1,CRW,2678.0,1775.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
798,2,CRW,3749.0,3434.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
799,3,CRW,3417.0,3483.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
800,4,CRW,1454.0,3054.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
801,5,CRW,1306.0,789.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
802,6,CRW,4362.0,5100.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
803,7,CRW,4230.0,2360.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
804,8,CRW,1674.0,925.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
805,9,CRW,1328.0,481.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
806,10,CRW,296.0,-322.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
807,11,CRW,1369.0,802.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
808,12,CRW,3865.0,3153.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
809,1,CSG,987.0,1008.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
810,2,CSG,2083.0,2216.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
811,3,CSG,1128.0,1743.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
812,4,CSG,1609.0,1609.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
813,5,CSG,754.0,928.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
814,6,CSG,847.0,1072.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
815,7,CSG,1172.0,1763.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
816,8,CSG,1440.0,1605.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
817,9,CSG,111.0,-10.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
818,10,CSG,468.0,1396.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
819,11,CSG,1632.0,1851.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
820,12,CSG,1774.0,2015.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
821,1,CVG,70212.0,47967.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
822,2,CVG,95257.0,96822.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
823,3,CVG,101837.0,82517.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
824,4,CVG,52751.0,24014.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
825,5,CVG,40877.0,15416.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
826,6,CVG,109437.0,79389.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
827,7,CVG,95418.0,64023.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
828,8,CVG,66965.0,34585.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
829,9,CVG,29458.0,-5327.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
830,10,CVG,17509.0,-27759.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
831,11,CVG,26415.0,-749.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
832,12,CVG,104280.0,84561.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
833,1,CWA,2605.0,2830.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
834,2,CWA,3378.0,3284.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
835,3,CWA,2260.0,2464.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
836,4,CWA,1416.0,3177.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
837,5,CWA,368.0,787.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
838,6,CWA,5397.0,5691.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
839,7,CWA,2618.0,3921.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
840,8,CWA,643.0,672.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
841,9,CWA,1707.0,1226.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
842,10,CWA,-50.0,661.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
843,11,CWA,165.0,274.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
844,12,CWA,6774.0,8689.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
845,1,DAB,556.0,595.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
846,2,DAB,2773.0,3112.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
847,3,DAB,7058.0,6647.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
848,4,DAB,3418.0,2916.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
849,5,DAB,1254.0,-27.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
850,6,DAB,2588.0,2204.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
851,7,DAB,5153.0,3783.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
852,8,DAB,3521.0,3176.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
853,9,DAB,420.0,1086.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
854,10,DAB,1846.0,2279.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
855,11,DAB,1426.0,1597.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
856,12,DAB,2968.0,3524.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
857,1,DAL,38426.0,23836.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
858,2,DAL,60657.0,49720.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
859,3,DAL,73287.0,61822.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
860,4,DAL,49366.0,37414.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
861,5,DAL,55402.0,41130.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
862,6,DAL,71411.0,57883.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
863,7,DAL,46226.0,28704.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
864,8,DAL,42535.0,25406.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
865,9,DAL,18926.0,-1452.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
866,10,DAL,30460.0,4272.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
867,11,DAL,22681.0,3089.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
868,12,DAL,70662.0,53994.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
869,1,DAY,8517.0,11024.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
870,2,DAY,16227.0,20589.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
871,3,DAY,18360.0,22122.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
872,4,DAY,6358.0,8489.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
873,5,DAY,3499.0,6909.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
874,6,DAY,10702.0,15518.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
875,7,DAY,11207.0,16425.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
876,8,DAY,6968.0,7617.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
877,9,DAY,2023.0,788.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
878,10,DAY,973.0,755.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
879,11,DAY,5426.0,7025.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
880,12,DAY,18621.0,20446.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
881,1,DBQ,1491.0,2161.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
882,2,DBQ,1664.0,1924.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
883,3,DBQ,928.0,1209.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
884,4,DBQ,615.0,1520.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
885,5,DBQ,802.0,1725.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
886,6,DBQ,1336.0,2186.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
887,7,DBQ,216.0,1226.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
888,8,DBQ,212.0,-152.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
889,9,DBQ,49.0,201.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
890,10,DBQ,228.0,-200.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
891,11,DBQ,882.0,298.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
892,12,DBQ,1434.0,2206.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
893,1,DCA,25002.0,15437.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
894,2,DCA,49707.0,43505.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
895,3,DCA,57278.0,46016.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
896,4,DCA,34599.0,28496.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
897,5,DCA,38650.0,18514.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
898,6,DCA,88906.0,95692.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
899,7,DCA,84172.0,68367.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
900,8,DCA,45942.0,29031.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
901,9,DCA,9125.0,-2032.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
902,10,DCA,6376.0,-18558.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
903,11,DCA,21874.0,9138.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
904,12,DCA,68228.0,74784.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
905,1,DEN,227288.0,166596.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
906,2,DEN,208332.0,169323.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
907,3,DEN,216001.0,142493.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
908,4,DEN,141039.0,70497.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
909,5,DEN,205053.0,161714.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
910,6,DEN,288051.0,231227.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
911,7,DEN,261525.0,153507.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
912,8,DEN,235232.0,129008.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
913,9,DEN,74443.0,-7714.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
914,10,DEN,73712.0,-20081.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
915,11,DEN,79621.0,-27565.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
916,12,DEN,361904.0,307556.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
917,1,DFW,264690.0,211761.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
918,2,DFW,297894.0,247659.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
919,3,DFW,362759.0,279477.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
920,4,DFW,262686.0,200408.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
921,5,DFW,333108.0,297185.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
922,6,DFW,430330.0,337507.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
923,7,DFW,321064.0,166185.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
924,8,DFW,325725.0,199866.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
925,9,DFW,114283.0,2630.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
926,10,DFW,118153.0,31484.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
927,11,DFW,119524.0,-52749.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
928,12,DFW,300698.0,206615.0,DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,32.89595056,-97.0372
929,1,DHN,1299.0,474.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
930,2,DHN,2370.0,838.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
931,3,DHN,1386.0,1375.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
932,4,DHN,1288.0,1724.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
933,5,DHN,1222.0,1593.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
934,6,DHN,1220.0,1532.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
935,7,DHN,2835.0,2520.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
936,8,DHN,2478.0,2403.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
937,9,DHN,-206.0,-437.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
938,10,DHN,378.0,783.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
939,11,DHN,1031.0,1503.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
940,12,DHN,1565.0,2108.0,DHN,Dothan ,Dothan,AL,USA,31.32133917,-85.44962889
941,1,DLH,1349.0,1082.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
942,2,DLH,1646.0,1811.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
943,3,DLH,1726.0,2010.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
944,4,DLH,99.0,1094.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
945,5,DLH,-535.0,284.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
946,6,DLH,1352.0,1065.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
947,7,DLH,247.0,864.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
948,8,DLH,-435.0,-363.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
949,9,DLH,-308.0,-173.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
950,10,DLH,-748.0,-738.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
951,11,DLH,127.0,29.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
952,12,DLH,391.0,1599.0,DLH,Duluth International,Duluth,MN,USA,46.84209028,-92.19364861
953,1,DRO,1430.0,1712.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
954,2,DRO,2259.0,1838.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
955,3,DRO,-547.0,162.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
956,4,DRO,-1892.0,-1323.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
957,5,DRO,-287.0,51.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
958,6,DRO,-87.0,184.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
959,7,DRO,1541.0,1476.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
960,8,DRO,454.0,249.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
961,9,DRO,261.0,-43.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
962,10,DRO,353.0,-798.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
963,11,DRO,-312.0,-833.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
964,12,DRO,4755.0,3608.0,DRO,Durango-La Plata County,Durango,CO,USA,37.15151667,-107.7537692
965,1,DSM,19338.0,20444.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
966,2,DSM,20613.0,22923.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
967,3,DSM,14912.0,16172.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
968,4,DSM,8302.0,10131.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
969,5,DSM,7469.0,8376.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
970,6,DSM,19656.0,19104.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
971,7,DSM,12623.0,14137.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
972,8,DSM,4640.0,5150.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
973,9,DSM,1049.0,-1458.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
974,10,DSM,1506.0,-654.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
975,11,DSM,4207.0,1627.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
976,12,DSM,31237.0,27911.0,DSM,Des Moines International,Des Moines,IA,USA,41.53493306,-93.66068222
977,1,DTW,157130.0,125348.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
978,2,DTW,198924.0,183976.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
979,3,DTW,181726.0,117556.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
980,4,DTW,117979.0,43664.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
981,5,DTW,90852.0,40411.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
982,6,DTW,208487.0,157993.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
983,7,DTW,125030.0,46867.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
984,8,DTW,72718.0,-5087.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
985,9,DTW,40620.0,-50486.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
986,10,DTW,19592.0,-60987.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
987,11,DTW,47393.0,-25966.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
988,12,DTW,211142.0,175456.0,DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,42.21205889,-83.34883583
989,1,EGE,8611.0,5799.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
990,2,EGE,13635.0,9323.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
991,3,EGE,11086.0,10483.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
992,4,EGE,260.0,1189.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
993,5,EGE,453.0,593.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
994,6,EGE,323.0,3287.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
995,7,EGE,1853.0,2599.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
996,8,EGE,721.0,2622.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
997,9,EGE,591.0,453.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
998,10,EGE,905.0,808.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
999,11,EGE,-226.0,-471.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
1000,12,EGE,11174.0,8359.0,EGE,Eagle County Regional,Eagle,CO,USA,39.64256778,-106.9176953
1001,1,EKO,1477.0,2411.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1002,2,EKO,411.0,616.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1003,3,EKO,-47.0,615.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1004,4,EKO,-583.0,-332.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1005,5,EKO,-575.0,-747.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1006,6,EKO,136.0,-59.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1007,7,EKO,-162.0,-53.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1008,8,EKO,-357.0,-145.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1009,9,EKO,-194.0,-336.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1010,10,EKO,23.0,-136.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1011,11,EKO,-363.0,-42.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1012,12,EKO,318.0,1741.0,EKO,Elko Regional,Elko,NV,USA,40.82492611,-115.7916964
1013,1,ELM,1513.0,1390.0,ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333
1014,2,ELM,1312.0,1795.0,ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333
1015,3,ELM,303.0,416.0,ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333
1016,4,ELM,418.0,309.0,ELM,Elmira/Corning Regional,Elmira,NY,USA,42.15991361,-76.89144333
