,Month,Origin,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
665,12,CID,20963.0,17657.0,CID,Eastern Iowa ,Cedar Rapids,IA,USA,41.88458833,-91.71087222
666,1,CLD,1572.0,715.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
667,2,CLD,1196.0,713.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
668,3,CLD,348.0,297.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
669,4,CLD,540.0,286.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
670,5,CLD,502.0,279.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
671,6,CLD,52.0,83.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
672,7,CLD,259.0,264.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
673,8,CLD,-447.0,-158.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
674,9,CLD,637.0,321.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
675,10,CLD,172.0,553.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
676,11,CLD,-582.0,313.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
677,12,CLD,-52.0,597.0,CLD,MC Clellan-Palomar Airport,,,USA,33.127231,-117.278727
678,1,CLE,55484.0,51025.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
679,2,CLE,85127.0,69556.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
680,3,CLE,96785.0,85855.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
681,4,CLE,39455.0,37856.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
682,5,CLE,32616.0,36484.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
683,6,CLE,73899.0,81453.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
684,7,CLE,47129.0,63390.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
685,8,CLE,40686.0,56164.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
686,9,CLE,-2062.0,12351.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
687,10,CLE,-11372.0,7594.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
688,11,CLE,3326.0,15716.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
689,12,CLE,66006.0,68270.0,CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,41.41089417,-81.84939667
690,1,CLL,1332.0,1198.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
691,2,CLL,1007.0,1219.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
692,3,CLL,1820.0,1823.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
693,4,CLL,263.0,385.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
694,5,CLL,9.0,72.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
695,6,CLL,1495.0,1585.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
696,7,CLL,204.0,413.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
697,8,CLL,418.0,260.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
698,9,CLL,-264.0,-95.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
699,10,CLL,62.0,171.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
700,11,CLL,424.0,347.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
701,12,CLL,719.0,701.0,CLL,Easterwood ,College Station,TX,USA,30.58858944,-96.36382417
702,1,CLT,67447.0,106245.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
703,2,CLT,65013.0,110429.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
704,3,CLT,68580.0,120425.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
705,4,CLT,65277.0,94904.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
706,5,CLT,33775.0,75511.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
707,6,CLT,156602.0,153416.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
708,7,CLT,164902.0,161858.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
709,8,CLT,112628.0,107574.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
710,9,CLT,31788.0,49220.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
711,10,CLT,28310.0,34957.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
712,11,CLT,52421.0,43218.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
713,12,CLT,128433.0,114240.0,CLT,Charlotte/Douglas International,Charlotte,NC,USA,35.21401111,-80.94312583
714,1,CMH,26554.0,29171.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
715,2,CMH,45969.0,43634.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
716,3,CMH,46091.0,46233.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
717,4,CMH,19785.0,22162.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
718,5,CMH,13230.0,17254.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
719,6,CMH,42032.0,42759.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
720,7,CMH,20588.0,28607.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
721,8,CMH,14217.0,23793.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
722,9,CMH,-1129.0,10717.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
723,10,CMH,-1379.0,9354.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
724,11,CMH,-3137.0,10243.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
725,12,CMH,40274.0,41237.0,CMH,Port Columbus Intl,Columbus,OH,USA,39.99798528,-82.89188278
726,1,CMI,10488.0,8240.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
727,2,CMI,5533.0,4380.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
728,3,CMI,2494.0,2478.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
729,4,CMI,1682.0,1473.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
730,5,CMI,766.0,759.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
731,6,CMI,3902.0,3098.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
732,7,CMI,2294.0,1618.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
733,8,CMI,836.0,1365.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
734,9,CMI,309.0,601.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
735,10,CMI,-1430.0,-260.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
736,11,CMI,-430.0,132.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
737,12,CMI,4745.0,4011.0,CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,40.03925,-88.27805556
738,1,CMX,690.0,702.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
739,2,CMX,1447.0,1498.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
740,3,CMX,586.0,692.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
741,4,CMX,-10.0,60.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
742,5,CMX,-271.0,-128.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
743,6,CMX,-47.0,-27.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
744,8,CMX,-86.0,-45.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
745,9,CMX,-281.0,-113.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
746,10,CMX,-281.0,-91.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
747,11,CMX,35.0,-81.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
748,12,CMX,819.0,423.0,CMX,Houghton County Memorial,Hancock,MI,USA,47.16841722,-88.48906083
749,1,COD,-235.0,73.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
750,2,COD,-563.0,101.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
751,3,COD,-1075.0,-714.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
752,4,COD,-1063.0,-748.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
753,5,COD,-861.0,-555.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
754,6,COD,-1358.0,-482.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
755,7,COD,-873.0,-821.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
756,8,COD,-635.0,-309.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
757,9,COD,-1514.0,-517.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
758,10,COD,-578.0,-503.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
759,11,COD,-881.0,-537.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
760,12,COD,554.0,355.0,COD,Yellowstone Regional,Cody,WY,USA,44.52019417,-109.0237961
761,1,COS,10762.0,8092.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
762,2,COS,10387.0,8950.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
763,3,COS,15645.0,12521.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
764,4,COS,6060.0,4475.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
765,5,COS,8588.0,8213.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
766,6,COS,13585.0,13545.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
767,7,COS,12739.0,14141.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
768,8,COS,7790.0,10452.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
769,9,COS,1940.0,3873.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
770,10,COS,907.0,1899.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
771,11,COS,-128.0,2442.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
772,12,COS,17213.0,15213.0,COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,38.80580556,-104.70025
773,1,CPR,-139.0,432.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
774,2,CPR,241.0,1342.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
775,3,CPR,-903.0,-281.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
776,4,CPR,-1346.0,-521.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
777,5,CPR,-986.0,-47.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
778,6,CPR,-736.0,482.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
779,7,CPR,-615.0,888.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
780,8,CPR,-1995.0,-448.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
781,9,CPR,-1854.0,-431.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
782,10,CPR,-482.0,-185.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
783,11,CPR,-921.0,161.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
784,12,CPR,927.0,1779.0,CPR,Natrona County Intl,Casper,WY,USA,42.90835556,-106.4644661
785,1,CRP,1353.0,2738.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
786,2,CRP,3217.0,4084.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
787,3,CRP,3912.0,3996.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
788,4,CRP,2680.0,2970.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
789,5,CRP,1791.0,2233.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
790,6,CRP,4391.0,4125.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
791,7,CRP,740.0,1555.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
792,8,CRP,3013.0,3270.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
793,9,CRP,-1932.0,-764.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
794,10,CRP,-16.0,771.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
795,11,CRP,-1064.0,-11.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
796,12,CRP,5735.0,6940.0,CRP,Corpus Christi International,Corpus Christi,TX,USA,27.77036083,-97.50121528
797,1,CRW,2924.0,2678.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
798,2,CRW,4155.0,3749.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
799,3,CRW,2801.0,3417.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
800,4,CRW,880.0,1454.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
801,5,CRW,584.0,1306.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
802,6,CRW,3644.0,4362.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
803,7,CRW,3467.0,4230.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
804,8,CRW,989.0,1674.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
805,9,CRW,181.0,1328.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
806,10,CRW,-1055.0,296.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
807,11,CRW,891.0,1369.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
808,12,CRW,4364.0,3865.0,CRW,Yeager,Charleston,WV,USA,38.37315083,-81.59318972
809,1,CSG,974.0,987.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
810,2,CSG,2446.0,2083.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
811,3,CSG,1242.0,1128.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
812,4,CSG,1861.0,1609.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
813,5,CSG,1090.0,754.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
814,6,CSG,777.0,847.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
815,7,CSG,1248.0,1172.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
816,8,CSG,1110.0,1440.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
817,9,CSG,-31.0,111.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
818,10,CSG,297.0,468.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
819,11,CSG,1965.0,1632.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
820,12,CSG,1924.0,1774.0,CSG,Columbus Metropolitan,Columbus,GA,USA,32.51633333,-84.93886111
821,1,CVG,85348.0,70212.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
822,2,CVG,123609.0,95257.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
823,3,CVG,105556.0,101837.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
824,4,CVG,44884.0,52751.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
825,5,CVG,30614.0,40877.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
826,6,CVG,119098.0,109437.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
827,7,CVG,90117.0,95418.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
828,8,CVG,58004.0,66965.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
829,9,CVG,11877.0,29458.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
830,10,CVG,-10395.0,17509.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
831,11,CVG,11648.0,26415.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
832,12,CVG,125732.0,104280.0,CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,39.04614278,-84.6621725
833,1,CWA,2985.0,2605.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
834,2,CWA,3797.0,3378.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
835,3,CWA,2121.0,2260.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
836,4,CWA,1026.0,1416.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
837,5,CWA,-438.0,368.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
838,6,CWA,5737.0,5397.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
839,7,CWA,2654.0,2618.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
840,8,CWA,279.0,643.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
841,9,CWA,950.0,1707.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
842,10,CWA,-883.0,-50.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
843,11,CWA,215.0,165.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
844,12,CWA,8896.0,6774.0,CWA,Central Wisconsin,Mosinee,WI,USA,44.77761917,-89.66677944
845,1,DAB,423.0,556.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
846,2,DAB,2510.0,2773.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
847,3,DAB,7250.0,7058.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
848,4,DAB,3323.0,3418.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
849,5,DAB,1393.0,1254.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
850,6,DAB,2373.0,2588.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
851,7,DAB,5983.0,5153.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
852,8,DAB,3682.0,3521.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
853,9,DAB,995.0,420.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
854,10,DAB,2123.0,1846.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
855,11,DAB,1669.0,1426.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
856,12,DAB,3229.0,2968.0,DAB,Daytona Beach International,Daytona Beach,FL,USA,29.17991667,-81.05805556
857,1,DAL,29010.0,38426.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
858,2,DAL,55398.0,60657.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
859,3,DAL,70283.0,73287.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
860,4,DAL,46475.0,49366.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
861,5,DAL,52327.0,55402.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
862,6,DAL,63766.0,71411.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
863,7,DAL,29244.0,46226.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
864,8,DAL,30660.0,42535.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
865,9,DAL,531.0,18926.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
866,10,DAL,12542.0,30460.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
867,11,DAL,10125.0,22681.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
868,12,DAL,64353.0,70662.0,DAL,Dallas Love ,Dallas,TX,USA,32.84711389,-96.85177222
869,1,DAY,11563.0,8517.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
870,2,DAY,21847.0,16227.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
871,3,DAY,20296.0,18360.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
872,4,DAY,4749.0,6358.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
873,5,DAY,796.0,3499.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
874,6,DAY,8100.0,10702.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
875,7,DAY,7183.0,11207.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
876,8,DAY,1832.0,6968.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
877,9,DAY,-1835.0,2023.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
878,10,DAY,16.0,973.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
879,11,DAY,3549.0,5426.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
880,12,DAY,21380.0,18621.0,DAY,James M Cox Dayton Intl,Dayton,OH,USA,39.90237583,-84.219375
881,1,DBQ,1985.0,1491.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
882,2,DBQ,1847.0,1664.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
883,3,DBQ,1268.0,928.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
884,4,DBQ,594.0,615.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
885,5,DBQ,646.0,802.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
886,6,DBQ,1558.0,1336.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
887,7,DBQ,473.0,216.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
888,8,DBQ,328.0,212.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
889,9,DBQ,100.0,49.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
890,10,DBQ,114.0,228.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
891,11,DBQ,1083.0,882.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
892,12,DBQ,2265.0,1434.0,DBQ,Dubuque Municipal,Dubuque,IA,USA,42.40295944,-90.70916722
893,1,DCA,16990.0,25002.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
894,2,DCA,54041.0,49707.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
895,3,DCA,50443.0,57278.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
896,4,DCA,32599.0,34599.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
897,5,DCA,41654.0,38650.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
898,6,DCA,108910.0,88906.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
899,7,DCA,76270.0,84172.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
900,8,DCA,33922.0,45942.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
901,9,DCA,-7914.0,9125.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
902,10,DCA,-7988.0,6376.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
903,11,DCA,2356.0,21874.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
904,12,DCA,73122.0,68228.0,DCA,Ronald Reagan Washington National,Arlington,VA,USA,38.85208333,-77.03772222
905,1,DEN,216797.0,227288.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
906,2,DEN,185990.0,208332.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
907,3,DEN,210880.0,216001.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
908,4,DEN,117162.0,141039.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
909,5,DEN,158817.0,205053.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
910,6,DEN,267085.0,288051.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
911,7,DEN,215839.0,261525.0,DEN,Denver Intl,Denver,CO,USA,39.85840806,-104.6670019
